CustomerID,EducationLevel,MaritalStatus,AccountType,LoanAmount,InterestRate,CreditLimit,credit_cards_risk_type
34fe1ac8-fcb6-4d9d-b486-8522beff25ed,High School,Married,Checking,46457,1.9,1434,Low
41f5ebfd-6298-4541-bf55-dd6b0ab47e48,Master,Single,Credit Card,45005,7.91,8042,High
0259754f-eb1a-4101-8b48-f7422f502bdb,PhD,Married,Savings,22248,5.26,1016,Low
5888072a-7ff8-4226-8c54-1197a3b9d8ff,High School,Married,Loan,29707,6.98,5198,High
389d9dae-e4bf-40ce-975f-86dc6d0b74da,Bachelor,Widowed,Credit Card,20759,4.67,9361,High
4d3db2c3-02be-4c1e-8eb0-58ce131fdbce,PhD,Divorced,Loan,25294,7.78,1761,High
9e106797-4700-43ac-bc61-3bbe59308f10,PhD,Single,Loan,29765,5.15,7752,High
28a9181e-426e-41b3-b0ad-06584689887b,PhD,Married,Credit Card,23331,6.96,9859,High
43acb1a1-2a10-4e07-b9a8-71547ffa2733,Master,Married,Checking,48417,2.55,4159,Low
0a98a405-96de-42a6-bde8-1a5519bd47fd,Master,Married,Loan,29209,9.64,6189,High
61391e80-35e5-486e-97e0-44e027d2d52d,Bachelor,Married,Credit Card,28407,2.08,9748,High
3ecd05bc-55ab-416d-9993-5e212a5eeda9,Master,Single,Checking,49515,9.63,1169,Medium
5d65e43f-b923-4b2c-832a-5b554d1c8831,Bachelor,Widowed,Credit Card,11130,8.2,6522,High
4cb89341-1d87-4c25-a3b5-ae5fae488091,Master,Married,Checking,9380,2.46,2640,Low
25439185-b4ab-45c9-ad11-b0c5f179ef0a,Master,Widowed,Credit Card,45184,7.16,6715,High
4878f9ab-5628-4119-a2cd-33e210b7f2d3,Bachelor,Widowed,Savings,29873,5.91,2811,Medium
8f438a5b-a5ff-4785-968c-c2d786145171,High School,Single,Loan,39821,6.81,5651,High
f0a5c284-834f-409e-9972-610345da5321,Bachelor,Widowed,Checking,12069,5.29,9738,Medium
bda74b18-370c-40aa-aa32-4b483dd6a207,Master,Married,Loan,47273,4.7,2249,Medium
7c1eda6d-59ca-4a4c-b2df-81ec0f7f473d,PhD,Widowed,Checking,29986,6.55,3821,Medium
b13c2562-0a26-4f3f-a794-5692cb67e44a,Master,Married,Savings,10014,9.05,9406,Low
b11afee4-5ad3-4b6a-904f-5bcd13bcf905,Bachelor,Married,Checking,47541,5.17,3233,Low
ab28b6ae-e86f-46ae-b838-907ca3e5c91f,High School,Single,Credit Card,29306,3.76,3754,High
dd472905-46a8-47c0-b44f-4c7fbef9e3d3,Bachelor,Married,Checking,26914,4.78,5735,Low
2a8e00c7-4302-40a9-b6d3-f6c93f24048d,Bachelor,Single,Savings,41706,9.8,6582,High
259c54c5-e73c-46e4-8fbb-81d093bd92b5,High School,Widowed,Checking,46289,5.68,9975,High
b68eba60-752a-4950-a7b6-1c267de7c4a0,PhD,Widowed,Checking,10563,2.13,3755,Low
ebe282a3-2ddb-4e9f-8d1a-a2ef4f968d86,High School,Divorced,Savings,11959,6.47,4135,Medium
5908c6f2-c328-4f91-9169-23f71f3f1f0d,Bachelor,Divorced,Credit Card,37059,1.82,8518,High
0006f778-4b7e-459d-9f4e-0612f03fbf90,PhD,Single,Savings,26867,4.19,8007,Medium
1155f332-dd89-4995-a32c-ce327a290c88,PhD,Widowed,Credit Card,16353,5.39,8733,High
042ce3ca-43e8-415d-a75f-d7cfada69406,Master,Widowed,Checking,43252,2.6,4875,Low
9232f8ea-5c0a-4dcf-84d9-a548de9507da,Master,Married,Loan,28548,7.4,1680,High
aef44412-75f8-46db-a08a-6a6c6b2678a5,PhD,Single,Credit Card,44124,6.75,4780,High
fa007db3-a538-4172-8203-89ec1c96bab3,Master,Widowed,Savings,8007,9.81,4999,Low
062f3ee3-ab04-4e95-bf8d-74376d229ba7,High School,Single,Loan,18391,5.14,7413,High
2e1f570a-7e1a-4da5-a0d7-0d4da9232166,High School,Divorced,Checking,44852,2.93,1408,Medium
61d47746-3b09-41f2-ba07-e33ab02800f2,Master,Widowed,Savings,8208,9.01,6720,Low
fb4c8348-9b6f-449a-80f3-42811f46e930,PhD,Single,Credit Card,41499,8.77,2304,High
11da37a9-b1db-4dcd-999e-d67b6dad239f,High School,Married,Savings,10565,2.92,2822,Low
e12ac163-e387-4670-9f37-ccc8c2dce7d1,PhD,Single,Checking,33988,4.32,9666,Medium
0764d378-fff8-4844-afe8-68f12d11b180,PhD,Widowed,Checking,35380,2.32,9945,Medium
cf61e3f1-a261-4d68-8192-c76dc761f524,High School,Married,Loan,13180,1.9,8212,High
4975ab34-2bf2-45eb-ad71-87c1e904e25b,Master,Married,Credit Card,47267,8.59,7109,High
0801a4d0-b5c1-433b-9f09-60da48ed04bd,High School,Married,Loan,32717,9.21,2239,High
f49ee2e8-c360-462e-adb2-9165f6f49432,Bachelor,Married,Checking,20452,1.86,2353,Low
2f5353ee-c004-42f8-800a-36377b079792,Bachelor,Divorced,Savings,16166,2.91,4279,Low
ccf50298-9f63-43e3-a5f0-6e31cb4897b4,High School,Divorced,Checking,28764,8.19,2427,High
db79dfe3-9460-40f2-809b-0802828aad04,Master,Single,Loan,41254,9.06,1975,High
a06e44f0-687f-4932-966c-e729c2e0759d,Bachelor,Divorced,Checking,28177,2.59,1476,Medium
553404f3-383c-4c83-8e59-d7df0e2d2353,PhD,Married,Checking,15895,1.89,8789,Low
1cbf5656-90b5-4144-a71f-bc25229876eb,High School,Widowed,Checking,44140,5.26,3508,High
f76cd9a3-abc7-4d4b-a46e-6b30e3506e91,Bachelor,Widowed,Checking,25949,7.09,8819,High
e2da2d1d-ce30-44e1-b660-21c57cf69d61,High School,Divorced,Savings,39277,7.07,4550,High
02f4b7a9-1460-4b39-925b-f892562b1d55,Bachelor,Married,Savings,20418,1.86,4851,Low
5107635d-8ff8-4b53-be7c-74e68cd012f1,Master,Married,Loan,37546,1.94,6609,Medium
3ff7f37d-f346-4f56-b382-68723baf2050,Master,Single,Checking,40617,7.58,9366,Medium
2ea128f6-8f61-4827-8f42-bb9779e51543,PhD,Married,Loan,14555,6.6,6027,Low
ebe21cf2-c6d7-4809-883e-66fb09076b74,High School,Widowed,Loan,24260,9.73,3122,High
8f6a58a2-23a1-481c-a502-d505a4575cb1,PhD,Divorced,Checking,36103,7.03,8736,Medium
b2af6d24-ca0f-4340-8fb1-673b6cd94cb6,Master,Widowed,Checking,15421,3.03,3612,Low
a34ff44f-917c-4022-8706-4e6a7881b61e,PhD,Single,Checking,45084,9.88,4574,Medium
735c19f8-5c2f-4490-87ac-55b07d87721d,Master,Widowed,Savings,43021,3.81,4928,Low
a935e906-c2d5-413a-a66b-00ccf2f96b0e,Bachelor,Married,Checking,22048,6.18,3160,Low
e3b5b99d-ef31-4e0c-96d7-1c62a29e0b16,High School,Divorced,Loan,21198,2.81,3045,High
1f032a97-7e3a-4659-95bf-af9ba0eb876a,Master,Single,Loan,9916,6.73,6815,Medium
0ef9c488-72b9-4837-8ec1-130d164d5a56,Master,Widowed,Loan,41850,7.76,5284,High
9b97fdaa-82cb-4529-9a52-1112dd5496e5,Bachelor,Divorced,Checking,35165,6.07,6920,Medium
b10ee151-fe8f-4ab2-bc58-603c5195dc38,Bachelor,Married,Checking,18364,6.21,3023,Low
0975dac4-322b-4ebc-a1e1-2c5d7f00f4e1,Master,Single,Credit Card,10885,8.03,1308,High
7a6bb11e-7c50-4272-ab81-e3d2f3477395,Bachelor,Married,Checking,48787,4.72,3036,Low
e8fed399-cf5e-4e76-9927-dacab20003e8,Master,Divorced,Credit Card,30905,8.33,3791,High
4ad721b5-87d8-49ff-a2f2-b7cad7300660,Master,Widowed,Credit Card,5787,1.67,6621,Medium
a510bee0-5947-4482-8a47-9bb922f8a3d1,Master,Married,Loan,39953,9.86,9439,High
dda93936-468e-4393-8ee3-07be15416a01,Master,Widowed,Credit Card,40211,5.4,1414,High
3af2621d-f79c-4315-8b46-2b386f9fa50f,Master,Married,Credit Card,26455,7.3,5244,High
005f2a89-f2bb-4645-88f6-2531f2843cca,Bachelor,Single,Savings,17455,2.72,6886,Low
c5763f64-c985-48e3-af7f-11a1a630a365,Master,Married,Checking,42962,2.5,5089,Low
5b5937c5-4486-4cb9-b355-3c6e51527c0d,PhD,Divorced,Checking,6137,5.57,6565,Low
63ff7fbe-8603-4a3e-ac7b-a599badaf2c8,Master,Married,Credit Card,5070,4.8,4141,Low
5571979c-f992-4fe8-b2c9-6d4ed316796a,Bachelor,Married,Credit Card,15858,9.4,6001,Medium
04177b77-ac46-4a3b-8964-0d44f25c56c2,PhD,Married,Checking,42018,7.6,6241,Low
9e15b08e-048d-46c0-bbdc-eff8f9e8be2e,Master,Divorced,Checking,24276,2.53,7207,Medium
ba4b8ca8-377b-48e0-b886-ab973c4b61c9,Master,Widowed,Credit Card,48582,5.52,5629,High
d62a8d35-3279-4ba6-a9e8-c5e1de99cb06,Master,Widowed,Credit Card,14138,5.71,9627,High
a05a0fb2-d570-45e7-bab1-954637db85fd,Master,Single,Checking,47800,5.44,5887,Medium
2b23bb54-442c-4220-9b2b-2c79c201acd1,Master,Widowed,Checking,11174,4.23,5831,Low
7e94a4bb-002b-456d-958a-e0ac10cf879a,Master,Married,Credit Card,33570,4.76,8956,High
e9fdb976-6e81-4290-a2e6-e9d76b2f3566,PhD,Single,Credit Card,17130,2.38,5734,Medium
5917756e-4dbb-4792-9a60-e093a18df927,Master,Single,Credit Card,8555,3.42,9707,High
f6025f6b-c58f-4eb8-ac71-d5b512a49577,High School,Widowed,Checking,5375,3.77,9223,Medium
a358ec42-4d83-4dbb-b455-b2540341c70d,Master,Widowed,Loan,16423,3.2,1651,Medium
363067a8-7236-4137-91d6-a2fd78b30622,Bachelor,Divorced,Loan,35331,9.76,3055,High
027e1246-297b-43e5-bf8a-f8654ee347ea,High School,Widowed,Loan,41644,7.05,9544,High
a35be853-4fc9-413b-b06d-04e1e40bf7cd,PhD,Widowed,Savings,32868,9.72,1585,Medium
d6a01d77-00cb-44d6-b8db-45ede0752c17,Bachelor,Married,Savings,47492,2.43,6771,Low
d35af47f-8368-43ec-9416-3f45ff4189f5,Master,Divorced,Checking,32450,9.31,2276,Medium
8a9b95c9-8608-4e41-bf0c-4d872dea99f9,PhD,Married,Loan,10667,5.61,5024,Low
92c3b053-428b-474c-9eae-96f0e472b6c4,PhD,Single,Checking,39438,7.48,9734,Medium
f0cbd8b5-c7e3-48b8-bda5-e4d0f09fa8f4,Bachelor,Married,Checking,16529,9.82,2574,Low
27250feb-66e0-4ea7-a9c3-9f78a958125f,High School,Widowed,Loan,6157,9.76,1705,High
79b1500b-aa0a-4591-a747-cbb984024f92,High School,Single,Credit Card,8270,5.08,9551,High
2c33b363-040a-47bd-8539-9fdd254deba4,Bachelor,Widowed,Checking,33633,6.87,8054,High
1302c6b1-96f6-48c9-9b91-64e3cc376fe7,High School,Married,Checking,45941,8.75,5052,Medium
e5df40e8-93b5-4829-a5c3-4ae5e2bcdd71,Bachelor,Divorced,Checking,15094,7.22,2375,Medium
a383c8de-cb6b-4541-9cc8-ee40efd774ee,High School,Single,Savings,47824,6.41,8790,High
e8999db4-dddc-4628-9fca-f91e2e2a3cc3,Bachelor,Married,Checking,29533,5.65,2647,Low
d53f0dd4-458a-4422-9c8d-6f6ca62267cd,Bachelor,Married,Loan,47243,8.76,9207,High
3b204797-5423-4ce2-8f29-5e08071b365a,PhD,Single,Credit Card,24097,2.28,4005,High
1d9fb915-f140-447d-a392-e0926a361609,PhD,Divorced,Checking,33588,4.8,1041,Low
76ce681a-b282-44f2-b1e2-f3c4a7602860,PhD,Divorced,Loan,9139,6.59,9737,High
4e93b9b0-b85a-4e3e-a97f-09c773dcc0a5,PhD,Widowed,Checking,29837,5.15,7838,Medium
7ac65534-68f1-4030-a8d5-f48f669429c4,High School,Single,Loan,41288,1.55,5241,High
1c57c272-a6f2-454f-ae97-3f6894c3e5f1,High School,Divorced,Loan,48837,4.27,5405,High
f363b67d-2242-4e4d-afe5-d727915c3e9b,Master,Divorced,Checking,20112,8.36,6430,Medium
541ba7bf-a3cd-4746-a011-757883dcdf84,PhD,Single,Checking,37095,4.01,5735,Medium
dc5d4d60-0936-4a33-b343-3e60d42a38b3,Bachelor,Married,Savings,35619,9.88,9975,Medium
4da7d46f-7052-4f7b-9a9c-502deabc6121,Master,Single,Savings,43750,6.18,7374,Medium
11116de9-8cb0-4240-921a-8ad07e0f6d99,High School,Married,Checking,49789,6.97,4561,Medium
ffffcd82-a740-48fa-9102-ea4814ac111b,Master,Divorced,Credit Card,7236,9.19,6040,High
8ce4b006-e8ea-4683-89e4-449452351672,Master,Married,Savings,34471,5.87,3770,Low
d668eedf-1615-482a-98ba-4e725b48f7a8,Bachelor,Divorced,Credit Card,14607,5.64,3030,High
c0f83b63-c421-4541-9d45-856a3fad9215,Bachelor,Divorced,Checking,27088,4.29,9618,High
77ebdef4-5dee-42ef-b5c8-6007d9cb3c7f,High School,Widowed,Credit Card,9814,5.64,6179,High
c315dbd3-ce99-453c-8b3b-5fb7d2cbeff4,Master,Married,Savings,20502,3.45,6665,Low
885f408e-4ff6-468a-b369-c5c716075184,PhD,Divorced,Credit Card,33047,6.2,7093,High
1f26d481-5a98-4e14-8f50-49cb6a70fbaf,High School,Married,Checking,14726,8.52,2022,Low
4fe2d76a-d64a-4d86-bc2e-e14332344b83,Bachelor,Married,Credit Card,42654,2.54,1844,Medium
fe950264-a339-489d-920d-0cd2c248143c,PhD,Widowed,Checking,26429,4.29,5887,Medium
d28cc823-0143-47da-ac22-ecc9ef6ab351,Master,Married,Checking,23719,7.96,8740,Low
6e774a40-c818-4a63-97fa-018cbd017df5,Bachelor,Widowed,Loan,35329,3.45,4403,High
8b06bc50-9350-465e-ae9b-676b37422fd9,Bachelor,Married,Savings,6994,10.0,6628,Low
39f804f6-df88-417d-8213-bfef3bac53e0,Bachelor,Single,Credit Card,15910,9.09,4024,High
f446cc26-dc1c-4acb-92b5-0c0b9880ede6,Bachelor,Widowed,Savings,20058,3.11,9851,High
15252c4e-7987-4f70-a8f6-4e7bd587f54f,PhD,Married,Credit Card,9952,8.15,6565,Medium
3c016067-2520-4f91-a3f7-ba4976e7d458,Master,Married,Checking,23435,6.81,4673,Low
7f09b0f0-71ed-43a1-ad36-9fd9532b61d3,High School,Widowed,Savings,22933,7.04,5684,High
b6d9ff25-266e-471c-9a14-de996bcea303,Bachelor,Divorced,Loan,43707,8.44,8598,High
d9cb34fd-250d-4067-a01c-834181098aad,Master,Married,Checking,9625,1.89,6859,Low
739023f7-85e8-4e15-9eab-e2695674c673,Bachelor,Married,Checking,7430,2.42,7031,Low
5d3b7e03-b6fb-4d42-99da-44359c39a8e6,High School,Single,Checking,41357,1.75,4994,Medium
7d522e6a-7616-487a-9a6a-6620c6321163,High School,Single,Loan,41354,4.51,5431,High
fadcccad-7b2a-42b2-b9b2-e0f59dc3c89f,PhD,Widowed,Checking,7011,3.17,7735,Low
425bffa6-09ca-41ba-935e-1b4eb0a07afe,High School,Married,Checking,30643,5.18,5654,Medium
9804fa0d-81c0-46e0-a62e-973dc91a8724,Bachelor,Single,Checking,17634,1.92,7603,Medium
874a6aae-cb2d-4389-be79-d4f84150b7be,High School,Single,Checking,28506,6.3,4752,High
6b418dd4-919a-4c1a-aa1f-cd5f1e335d8d,Master,Single,Loan,29112,5.7,9222,High
aeb98ac8-bed0-4a1f-887d-dd1da06050e2,Bachelor,Widowed,Credit Card,17396,5.19,6361,High
bfec8da3-7002-4a1e-b4c7-bc357852c64a,PhD,Widowed,Checking,22946,7.32,6738,Medium
8ee72818-5102-481d-a745-84fa736c7154,Master,Single,Loan,45823,8.56,4794,High
6f9a6c7a-8456-43b7-a55c-9b2d90f78230,Bachelor,Single,Savings,42338,5.4,2131,Medium
ecdefec3-717b-4e7f-8b96-5ad9473c3339,Master,Widowed,Savings,17862,8.01,3256,Low
b47a925b-cac1-48fb-b890-3026982ff6ae,PhD,Divorced,Credit Card,37943,4.06,5630,High
0bbf57a7-e43e-4d1e-be6f-bc3ac6296f44,PhD,Divorced,Checking,46410,9.93,4163,Medium
2605683b-d3dc-4d73-bda4-a43c322a7a9c,PhD,Married,Credit Card,33134,3.56,1700,Medium
162f96a8-6e26-41bb-8d7c-0c361e9b1fd2,PhD,Married,Loan,43629,6.07,9599,High
cc408ed6-bf77-4440-acfc-d3fbf76c5b34,PhD,Divorced,Checking,10914,2.86,3234,Low
3f3cd330-4bb0-4352-99de-089103b75a3b,Master,Widowed,Credit Card,19443,4.56,8286,High
dd3c8c76-495f-4086-88af-24186025dabb,PhD,Divorced,Loan,48676,3.9,3623,High
7404a318-1d2c-438e-82be-7ecc52670b55,PhD,Widowed,Savings,44468,7.92,5937,Medium
4ee5a99b-9b2d-4ece-ae58-2359bbac462e,High School,Widowed,Loan,12892,2.11,4920,High
1f4f4ab5-6ccb-4023-b50e-8ec2ae22b729,High School,Divorced,Checking,11990,9.04,3256,Medium
492a42e3-87fc-46bb-b890-070919422296,PhD,Single,Credit Card,35287,2.86,4512,High
e909e237-a783-4430-853a-170d6d8cf6f9,Bachelor,Married,Savings,19894,6.46,7310,Low
bfd64659-d327-461c-b2bc-ab52c09b37ca,PhD,Widowed,Savings,21325,7.13,1212,Medium
b18b174a-ff45-4cfa-9159-97f297d81287,Bachelor,Widowed,Loan,40510,7.28,8950,High
4d12dbfd-ea9f-479f-9314-20893dbbaf7a,Bachelor,Married,Savings,46965,1.6,3852,Low
22af891d-b618-4515-bcf5-32df76df794a,PhD,Widowed,Savings,34284,6.53,3020,Medium
e30e6ffc-0701-40bf-868e-e424fa85c8b1,Bachelor,Divorced,Checking,40959,7.31,3703,High
141dfee0-4553-457d-bb3d-26b8158b9a0d,Bachelor,Married,Checking,27976,8.13,6262,Medium
5c312fb1-fedc-4d26-bb3f-7dc07ecf4bb5,PhD,Divorced,Savings,35636,6.99,7910,Medium
a984b56e-a5d2-4d94-8df9-dce4cb4acf32,High School,Widowed,Savings,18761,3.88,9909,Medium
2cd2e35a-0c6a-4aaa-b1fe-76dbe1f231f5,Master,Single,Loan,24774,7.54,2812,High
7bed848d-7286-43b9-91a9-5308f1a37ac5,PhD,Divorced,Loan,8525,3.5,4305,Medium
5d029c95-894a-439c-ad67-43ea8aff92d7,High School,Married,Savings,23021,6.97,8638,Medium
275eb73d-e04a-43fb-a245-d0245892f147,Bachelor,Single,Savings,28464,4.69,9017,High
745594d7-5017-4a86-9c3f-87dcb37424b3,PhD,Single,Checking,31851,4.65,7866,Medium
0b0c2f11-5c66-4e4c-b5e0-fe0ef35d1bcf,PhD,Widowed,Checking,38155,8.14,5672,Medium
953a8868-16f3-496f-8981-e7cf5b6d8032,High School,Married,Loan,9353,4.83,4692,Medium
86e42fb1-bf01-40f5-9040-7e6fe9ad1ca8,PhD,Single,Checking,15647,8.27,1408,Low
5b60bbb0-2b04-489c-ab29-f149531777cf,Master,Married,Checking,43403,7.23,9154,Low
cbdb0466-0300-4efd-852b-f59ae93e02ff,PhD,Single,Loan,24586,4.08,4710,High
0104222c-c5d1-41f1-84df-168266b2cf0c,Master,Divorced,Savings,22392,7.05,8216,Medium
413d6a5d-04df-463c-8862-dd430a98620e,PhD,Divorced,Checking,17879,3.02,4307,Low
d94b10ca-8132-4b92-aa8b-50b0d6ed1f47,Master,Single,Loan,39293,7.74,2321,High
b3e88765-625c-4489-9222-5d113082239b,Bachelor,Single,Credit Card,19816,9.66,6825,High
d429c3d8-3c42-4e1f-afaf-0c684fad1304,Bachelor,Divorced,Checking,47566,1.97,1522,Medium
b669ec36-d767-4035-816d-6a25e58d47b4,Master,Widowed,Checking,31205,2.65,4808,Low
b29a9f0d-815b-4f89-ae31-d757e1bc08f1,High School,Divorced,Savings,5922,9.83,2161,Medium
5cb68dd9-692a-4cb3-8ae7-e8b724fef38c,Bachelor,Widowed,Checking,38859,2.09,3095,Medium
7036d667-6e25-483f-ad1b-a81b73daef79,High School,Widowed,Loan,27236,3.9,2541,High
602c0df7-707a-40f0-92b4-6af52243efb4,High School,Divorced,Checking,9184,4.6,3948,Low
58145227-15e5-4dff-b307-999b7f22c31b,High School,Single,Savings,37153,5.08,3306,High
2333d8cc-eb89-46c9-8c20-3dd3adc4fa61,Bachelor,Widowed,Savings,40203,7.12,1090,High
df48f7f0-b869-482f-a902-f3d1c8812b37,PhD,Married,Credit Card,22332,8.04,7356,High
a69ee812-0548-4a69-9a9b-3b227ff65012,PhD,Divorced,Savings,27428,8.18,2743,Medium
4bbdd030-a11c-415c-8d4e-db8079b76af0,PhD,Married,Checking,21205,2.48,5872,Low
91405b56-382c-4385-8db1-1d74d3673fb4,High School,Married,Savings,24492,3.72,8199,Medium
e4e4bfef-5520-492f-a5e8-c526ef7e4f4f,Master,Married,Loan,19812,6.83,2298,Low
6f314171-88df-4ac4-b8ab-2038069d10c2,PhD,Single,Savings,25091,7.02,9254,Medium
c4041998-473c-4d78-94e5-cb571077c36a,Master,Widowed,Loan,49965,2.79,9676,High
5dbf2f68-96bf-49e6-90ee-693b2c067831,PhD,Married,Checking,16246,5.93,5628,Low
f4e6d54c-a618-473e-bec1-800f75348c28,High School,Single,Checking,12795,4.28,2883,Low
aeeafbe6-8a7a-49eb-9258-082d4614cfb2,High School,Married,Loan,49621,1.7,5717,High
3fd59654-fe8c-47d0-9faa-e5d199486c52,High School,Widowed,Credit Card,18838,5.59,9766,High
03145e7b-759c-4b1b-90ca-a0580ea6500a,Master,Divorced,Savings,12624,8.25,9879,Low
d648fbb3-2978-4df0-9d42-f42a8bfe014b,High School,Single,Savings,16670,4.42,4062,Low
ff65cc3c-8642-4e2a-a637-aaa3170a08ec,Bachelor,Single,Credit Card,16980,3.06,7938,High
d9b0cd32-e886-4ffb-bd35-cb696f8c8a45,PhD,Single,Checking,14977,6.22,1129,Low
75fff765-5eeb-4958-ac57-1425672016a8,Bachelor,Married,Credit Card,32308,7.96,8443,High
52a9828a-f126-4b5b-82e1-1a0b533e48fd,PhD,Divorced,Savings,13564,5.33,9467,Low
caa92fc3-c9a3-4156-9990-2d33a3252241,Bachelor,Married,Checking,8888,1.66,2325,Low
1e6aa05a-3851-49a8-90fe-e4ca213bfdb2,Master,Married,Savings,43310,2.71,1479,Low
72787d53-a7f0-4fc8-b4ea-a99172271f7a,PhD,Divorced,Savings,34962,4.92,2734,Low
0348c21a-5f9f-49ad-b5ae-90a1a5f07846,PhD,Married,Checking,44550,4.93,5841,Low
c6fe827f-b4de-42f5-97f7-6561f66809f3,High School,Widowed,Credit Card,45404,9.52,8923,High
88f25b58-401d-4c41-9238-c5a1cb6e721c,Master,Widowed,Savings,22937,8.04,7702,Medium
