CustomerID,Age,Gender,Occupation,EducationLevel,MaritalStatus
e9e1aa28-d35f-42ca-b38c-32f16d4291fc,49,Other,"Clinical scientist, histocompatibility and immunogenetics",High School,Widowed
296d18bd-5a6d-47f6-87a0-1c3907b1607f,18,Male,"Engineer, electrical",Bachelor,Married
a8df08cd-0fd7-469c-9b3a-13205a44bfbc,40,Male,"Editor, commissioning",High School,Divorced
d111cd8d-70da-4991-85f4-383856c23ff1,29,Female,Production manager,Master,Divorced
efa155b5-4e4e-48ed-8f22-bd772ab17089,40,Male,"Engineer, building services",Bachelor,Married
f930b404-d8be-48e4-b348-90ca2eec5d0e,27,Male,Licensed conveyancer,PhD,Single
f3e5cbf8-f923-4b5a-a6b2-23893b86afcf,24,Female,Seismic interpreter,Master,Married
a2403367-00bb-4316-82b6-91b3460f994d,20,Male,Regulatory affairs officer,PhD,Single
1dd170e8-6bff-47b0-9e94-37e6daa720fd,61,Male,Arboriculturist,Master,Divorced
ef45e6ac-e85b-455d-9da2-1128f4d8d6ab,40,Other,"Lecturer, further education",High School,Married
3ecfc391-3c18-4a9b-ae9d-9c52a0b793c2,46,Male,Dance movement psychotherapist,Master,Widowed
4e9254ad-ab93-440d-9145-29dd4c6a316b,29,Other,Retail manager,Master,Divorced
5150ffe9-5f9b-4cb1-81e9-8059cc2d07b8,66,Male,Geoscientist,High School,Divorced
d5a44cd9-8851-4f33-94d5-94b29612c69a,53,Female,Recycling officer,Bachelor,Single
162da42e-5235-4fcf-9c4a-515ae3ca8a7d,70,Female,Sub,Bachelor,Married
f6e44f51-c039-4dd9-b70d-f37c46c7e616,20,Female,Print production planner,High School,Widowed
5aab3470-d5bd-4537-a248-c3a280ff8272,59,Female,Retail merchandiser,High School,Divorced
d552a15c-de30-4c6f-8823-fbb78d262932,48,Other,"Therapist, nutritional",Bachelor,Divorced
9f7b7c6b-d4e4-4ce1-b743-ff61f552312b,19,Female,Marine scientist,Master,Married
8c5705e0-8f2e-4b80-893e-d056f3a6e313,23,Other,Environmental manager,Bachelor,Single
e12d8ad2-fbcc-425d-ab95-635b6734557d,29,Male,Early years teacher,High School,Single
b68d111c-039c-44bc-a6e7-f7d5e63e7c2c,30,Female,Records manager,High School,Single
95bf50aa-59f4-4b2a-b5a4-2adb279fef2e,33,Male,Energy manager,Master,Divorced
60adb804-8bb6-4d8f-a58e-6d12c68d2c75,34,Other,Medical laboratory scientific officer,PhD,Married
2b4e5dd0-b7ef-4290-ac8d-33e8b0acc88c,30,Other,Chartered management accountant,Bachelor,Divorced
f3429bc2-c726-4cc0-89ca-2c6cd0eecd6c,41,Other,Actuary,Bachelor,Single
2e35b318-d3bb-4895-976e-8d67ef0babc5,53,Female,Insurance broker,Master,Divorced
89e62c15-7682-4e85-a76a-811bc76cee46,64,Female,"Surveyor, quantity",PhD,Single
1caefd35-9fd1-46f3-a42c-95cf71897ed9,70,Male,Learning mentor,Master,Widowed
5b1e15fb-09c2-4582-886d-c284b76867b7,70,Female,"Doctor, general practice",Bachelor,Married
4640280d-c942-4703-868b-112477169b4f,29,Other,Logistics and distribution manager,High School,Widowed
8c2f3f09-b8f1-4254-8c2b-410981cdb100,54,Other,Engineering geologist,Master,Widowed
ab47f9fa-fbc8-43d0-82b3-84b6b717c22c,25,Female,"Production designer, theatre/television/film",Master,Married
c9702e25-74d1-47b9-838b-f2c95048323b,27,Other,Location manager,PhD,Married
9cd41374-76fa-48fc-9dab-1694f26a84d6,36,Other,Garment/textile technologist,High School,Widowed
de725866-3c23-42ec-9c19-5ca586e76aa5,68,Female,Secretary/administrator,Bachelor,Married
2043eb2a-c2ee-42ab-9c1c-011875c88ff9,23,Male,Advertising account planner,Bachelor,Widowed
c51a5e11-773f-4366-bd64-3d5b900d48de,35,Other,Pensions consultant,PhD,Divorced
d1ef10fe-cd00-44ef-bca9-e49ce51a78f9,22,Male,"Engineer, building services",Master,Divorced
fa6a8d5f-4c2a-43b0-a1c5-8bd26efa2ff6,35,Other,"Production assistant, television",High School,Widowed
2327ae96-732d-43b5-af62-e0f1950c2d9f,40,Female,Information officer,High School,Divorced
1616dc19-672c-4cf0-bb94-309a637ebaf4,60,Other,"Engineer, energy",Master,Widowed
82ece446-6ab3-4ca4-ab34-9f1d64746e01,68,Other,Licensed conveyancer,PhD,Divorced
6f3497c3-65c2-4eab-bfad-33328481c232,65,Male,Applications developer,Bachelor,Married
74183b29-818f-495a-b41c-ee0f1eb2968b,30,Female,Waste management officer,PhD,Single
a00d9311-ca86-4c18-873d-c226870c45b7,34,Female,Child psychotherapist,Master,Widowed
d8ef7854-8eae-44a4-9377-0a8165c0880b,23,Female,Set designer,PhD,Divorced
cb48195a-3782-4719-aedb-8eca3bda96cc,58,Male,Civil Service fast streamer,PhD,Married
26a584a3-260b-43ab-b94c-5d786e96704c,47,Other,Museum/gallery exhibitions officer,PhD,Married
adb036b7-50d2-4201-91fa-692e6a40c220,36,Female,"Therapist, art",PhD,Divorced
ad85e56a-99dc-41e1-a430-9f8aedb9c24f,33,Other,Health service manager,PhD,Single
f8eb5959-cc05-429b-9da7-5e10451a577a,41,Male,Arts administrator,Bachelor,Divorced
8dbaf8f2-4899-4daa-a6bf-645777272435,52,Other,Administrator,PhD,Widowed
66f39b53-fce1-47bd-a31a-30c2a4cf9db4,24,Male,Community pharmacist,PhD,Widowed
b20e9c68-46a5-4aea-8fda-e26f68836f39,66,Female,Armed forces logistics/support/administrative officer,Bachelor,Married
ee9d29d1-ab06-451b-a77d-27c04c076654,20,Male,"Development worker, community",Bachelor,Divorced
62df47b7-8a46-4fb7-9341-5912ee3127aa,46,Male,Product designer,PhD,Divorced
bcb861d4-5215-426b-a7c2-1754708b5fe5,42,Male,Event organiser,High School,Single
d704de65-0e07-4c55-b512-3b6118d80584,28,Male,"Surveyor, hydrographic",Master,Widowed
8c283f96-a827-4ed7-a05d-a1d205ad92a3,43,Male,Production manager,Bachelor,Married
8e42ad77-b4e8-46bc-8818-6b5599dd9ecb,31,Other,"Clinical scientist, histocompatibility and immunogenetics",Bachelor,Widowed
4b6b7d2f-b482-4d40-a6e1-5c42596fc6ad,43,Other,Chief Operating Officer,PhD,Widowed
b9c4845d-492f-4338-92df-28becaa4a129,24,Other,Dentist,PhD,Single
ee990023-5a03-4463-9470-ef258501c32f,43,Female,Osteopath,High School,Single
c9a58729-31e5-4093-a074-d8df2c72b1f3,70,Female,"Development worker, community",Bachelor,Divorced
0daa8f67-ff85-4626-a4a5-3b286f1d9a8a,40,Other,Chief Technology Officer,Master,Single
4dcfa813-71f9-4d10-8f94-87228bac3646,48,Other,"Engineer, materials",High School,Widowed
bc7007a2-730b-48a5-b4ae-b22aba5e48db,44,Female,Research scientist (physical sciences),High School,Widowed
015b55d5-7c51-43b8-9a5b-81c603f9ba48,61,Female,Petroleum engineer,Bachelor,Married
847ce192-a7bc-44dc-a710-8e312a6a45c7,27,Male,Ophthalmologist,PhD,Single
47480a8b-f205-4304-ac2d-772fbd890491,70,Other,"Administrator, arts",Master,Divorced
176d63ae-be4c-483b-90e5-3bd03861ede8,26,Other,Publishing copy,High School,Divorced
559f22ba-ddde-4cae-8d88-29c7a7b90a02,38,Male,Artist,Bachelor,Divorced
dbd430a6-826d-47c9-903b-9949971814fe,24,Male,"Therapist, speech and language",Bachelor,Single
2333638d-6b4f-4269-9f49-09b7e6a228f6,63,Male,Financial risk analyst,Bachelor,Divorced
f7e9d342-8a76-4d58-a22a-0cde05e7728c,20,Other,Learning disability nurse,Master,Single
165bf8c5-b069-4d40-a5b0-efd1195bc006,18,Female,"Engineer, maintenance (IT)",Bachelor,Divorced
b0eb621f-1f92-4d83-b231-d9c14f9bdab8,57,Male,Medical technical officer,Bachelor,Married
9fa65d92-185e-4fae-aa87-0eba3981a343,30,Male,Economist,Master,Married
8b3dd27f-0e93-4f83-8e04-098410e61721,43,Female,"Editor, commissioning",Master,Widowed
6a501725-fece-4557-9015-f520c51db1f7,24,Other,"Chemist, analytical",High School,Married
ab6deac1-e487-4a0b-a45b-057d672f4e05,63,Male,Company secretary,PhD,Married
0d899397-5001-4519-ae7f-70d915d81815,19,Male,Phytotherapist,PhD,Widowed
32fad488-d8ec-4b83-a38e-747070955ddd,69,Female,Landscape architect,Master,Married
8091d17f-6805-4994-b0f7-77f9ea6bd073,56,Other,"Teacher, secondary school",High School,Widowed
de500a8b-a853-4884-9113-f5c967e84597,59,Male,Museum/gallery conservator,Master,Divorced
bf6160af-5823-4505-89ed-63ef43562ab0,56,Other,Colour technologist,High School,Widowed
337bb800-7951-4975-8019-1f2534d84d7a,65,Male,"Pilot, airline",Bachelor,Married
adeb049d-c45a-4f1d-bf6f-d97b97d1d437,63,Other,"Presenter, broadcasting",PhD,Widowed
8d3e511a-88a2-46c6-afc3-69834d06e331,32,Other,Charity officer,Bachelor,Widowed
0bd4bab2-58ce-44c5-b762-2786790cd4cb,41,Male,Interior and spatial designer,PhD,Single
58c8e557-df50-40f4-84d1-e258851da44a,35,Female,Counselling psychologist,Bachelor,Widowed
13df3f38-a78e-44ab-a986-9f9f730eaa97,46,Other,"Engineer, drilling",Bachelor,Widowed
c13a4637-55b9-48e4-83be-ade92419e698,53,Female,Food technologist,Bachelor,Married
d4b40816-3b29-43e7-85e3-b004958acdf0,19,Female,Clinical embryologist,Master,Single
ec914e67-b334-4811-889c-31cc19c6298e,24,Other,Health promotion specialist,High School,Married
82d65ac4-2cf3-4539-98d0-e8281e3ef43f,33,Female,Horticultural consultant,Master,Divorced
0019d730-bfee-43f4-b6ea-06c081089944,70,Other,Data scientist,Master,Single
1de1e8cd-e0e1-4d74-ab7e-534adff3f737,62,Other,Financial trader,High School,Married
ebf7be6c-19db-4c9e-8623-7214587d070a,29,Male,"Restaurant manager, fast food",PhD,Single
81cb9c29-a6d2-413a-9f70-9f2c9019b45c,68,Other,Health service manager,Bachelor,Widowed
b6efc3e2-ac59-4332-917f-07282b84fa6f,32,Female,"Buyer, industrial",High School,Divorced
0519447c-19cf-4f50-8ba7-ed317f4e6304,66,Male,Horticultural therapist,Master,Married
26b7d6a5-436e-4af8-898d-5e9903ab690b,27,Other,Biomedical engineer,Bachelor,Widowed
f22a4ed7-70ed-4d27-90d0-0d51744cbfd3,63,Male,Engineering geologist,Bachelor,Married
4c0db018-ce35-4406-aae9-665e09e358ec,64,Other,Holiday representative,PhD,Widowed
e1f22b75-0504-4cb0-b2cf-8ef4814e5559,44,Female,Food technologist,Master,Widowed
9212d95b-fcb9-4873-8ab2-9c27881ee3d3,37,Other,Health promotion specialist,High School,Single
0fbea46d-dd32-4d99-86c4-1d9b0f7be1aa,44,Other,"Physicist, medical",Master,Single
5cac07ef-ea4b-43ce-a78b-bbaba9eb76ce,65,Female,Production manager,Bachelor,Widowed
8033ab12-d29b-4488-8252-168fe26ffe31,29,Male,Financial risk analyst,High School,Widowed
b0fe7e7f-ef14-4f03-aca5-e83f26cdad0f,40,Female,Race relations officer,Bachelor,Widowed
0adc997a-02e6-4a0d-9ab2-7914632700cd,49,Male,Prison officer,High School,Single
b89e6185-86cf-48d6-9f1f-534398a71843,29,Male,"Teacher, English as a foreign language",Bachelor,Widowed
bfc76e6e-05a2-4ff4-830b-9afcaf50171e,28,Male,Toxicologist,Bachelor,Widowed
10c05ec3-c576-444f-b59e-49092743384f,26,Male,Field seismologist,PhD,Married
8e7ef144-9366-46c1-b0b3-5c0ec908a316,20,Other,"Scientist, research (medical)",PhD,Widowed
0d99ca1e-6b44-44ac-944e-0bd55f482bf9,63,Female,"Psychologist, counselling",High School,Widowed
98668972-3402-4104-a163-ef69bbf05a49,61,Other,"Engineer, civil (consulting)",Bachelor,Single
cb0cfda8-9755-40b6-ac61-81f076e64ebc,41,Other,Electronics engineer,High School,Married
d41c4def-abd5-4381-8cd2-b44437227f98,60,Male,Information systems manager,High School,Single
06c88037-14b6-4bd8-81b4-68ddade0be9a,67,Other,"Lighting technician, broadcasting/film/video",PhD,Single
faa3ccf8-118f-44b9-91cb-ab45d42c3d17,41,Female,Telecommunications researcher,Bachelor,Widowed
abbff99d-ad04-44a3-baba-853472895278,54,Male,Make,PhD,Married
8b3800f3-3f8b-46f5-8627-e1234458223a,57,Female,Records manager,PhD,Widowed
d13dcda7-2be0-47e9-a5e4-6ba436045227,53,Other,"Development worker, international aid",Master,Married
0cdc8ec6-4bdc-4947-8c41-6608bb3786bf,49,Female,"Research officer, political party",Master,Divorced
23c54be9-3db8-4285-b610-41777924f8d0,51,Female,"Lighting technician, broadcasting/film/video",High School,Married
700d92da-580e-4ad4-b0ff-65860020d7f7,27,Female,Freight forwarder,PhD,Widowed
7bcee7aa-a4da-4077-8b0c-abc09457e32c,42,Female,Air traffic controller,Bachelor,Widowed
88054356-0c74-4c90-90ff-c0b587abbb56,18,Female,Neurosurgeon,High School,Widowed
980f8b33-0155-4438-8364-d7ab067af665,68,Male,Exhibition designer,Bachelor,Divorced
598855af-4eb8-43a5-acd7-7801368767c1,22,Male,Lawyer,Master,Married
e8c199b9-0996-4fa3-9d90-7defa5cf531c,56,Male,Biomedical scientist,Master,Divorced
fc32dab7-a12c-4bea-b5b2-a7e571f434b1,67,Male,Public house manager,Master,Widowed
be915ffa-65d9-47b2-8c42-ef8ac2ba850a,64,Male,IT technical support officer,High School,Single
1c41502b-ceaf-4627-90c5-79dac147e496,49,Other,Firefighter,Bachelor,Divorced
de3e7da0-d032-45f1-b4f7-dfb3af1c00cd,31,Other,Dietitian,Bachelor,Widowed
e1185634-8a2f-4e4b-9113-d9718f8f4261,37,Female,Catering manager,PhD,Married
2d36401c-d08c-44d6-97df-de9208fe20b3,60,Male,"Administrator, education",PhD,Single
09403bfe-ce1f-44dc-95c5-a1693cc5c72e,44,Male,"Engineer, structural",Bachelor,Single
1e844a51-f0da-42bb-87fc-04cd67d43653,41,Male,Dancer,PhD,Married
b9cff144-9ca9-4652-9cf6-d253487a1909,53,Male,Insurance broker,High School,Single
3da60614-3d24-4061-912e-c72023c4606c,20,Male,"Exhibitions officer, museum/gallery",PhD,Divorced
b99a2b7a-df6b-4c61-83ee-119cf08213c8,63,Male,Chief Strategy Officer,PhD,Married
31880b31-13c5-4e08-882f-f09752e9035e,57,Male,"Engineer, chemical",Master,Divorced
b196b54b-ed70-44b1-bc08-aa8166113469,27,Male,Advertising account planner,Master,Married
2ac9e54d-4086-4ae8-9e22-e7d4f2271a73,51,Male,Production manager,Bachelor,Single
28b7ef58-9548-40bd-8458-e0f1ea93920c,65,Male,Materials engineer,PhD,Widowed
d7a00150-31f1-44c9-84ec-bc842b01a14f,66,Male,"Surveyor, building",Bachelor,Single
669120af-ee19-4231-b911-e9b70876f9aa,49,Male,Advertising art director,Master,Single
93f212df-a35f-47d5-9a81-5a5f4d451d3f,45,Female,Geophysicist/field seismologist,Master,Widowed
73cbb4ee-f852-46ac-b7a7-fd8dbdce55a2,39,Female,"Engineer, building services",High School,Widowed
ef032244-bc21-43bf-a78e-a9bb92f033a0,21,Female,Intelligence analyst,PhD,Widowed
3dbfe4ea-cc12-4457-bb60-cc0dc1a42cf2,60,Female,TEFL teacher,Bachelor,Widowed
6838300f-74c5-4b81-9390-e43e7071899c,26,Female,Science writer,PhD,Divorced
77d5aedf-cb39-433a-add9-69d151710f1b,22,Other,Volunteer coordinator,PhD,Divorced
cbfd0de4-25b6-4bc1-936e-8285c9435920,43,Other,Camera operator,Bachelor,Widowed
cfffaa4c-ab33-4787-a889-979c8fc0244d,50,Other,Management consultant,High School,Married
02259aee-8b94-419b-b1e5-9b38434df049,20,Male,Mining engineer,PhD,Widowed
6b637d1c-8f12-4e9c-a3eb-bca3eb458f83,32,Male,Graphic designer,Bachelor,Married
539761d2-b599-43d5-bc00-64aeb08de086,44,Female,Special effects artist,PhD,Divorced
e680c730-c6cc-4b32-b435-9acd173c0ca4,22,Female,Legal executive,High School,Married
c45105d4-8862-4b88-8f0c-c61f41bcd64e,69,Male,"Research officer, political party",PhD,Divorced
c4b919a4-b58b-47f8-a207-1dfed55f8920,47,Male,Farm manager,Master,Divorced
c7bf973b-8f46-43f7-84f1-a9ed02880a1c,18,Other,Environmental consultant,Bachelor,Married
c97d26f3-7a16-4ae9-bb46-88f555fa48fc,28,Male,"Production designer, theatre/television/film",High School,Married
d2ed2f21-c81a-4036-ab40-c2bccb024638,48,Other,Ambulance person,Master,Widowed
684930d2-10df-414d-ab86-45fd4a9ae527,28,Other,Pharmacologist,High School,Divorced
873ce7ae-cd1d-4317-97e2-ae2eabed3877,18,Female,"Engineer, civil (contracting)",Bachelor,Widowed
dedfc5d9-469c-411f-ae0a-3f2ba2331ff1,54,Other,Advertising copywriter,High School,Married
06dfb612-a9c8-408d-a78f-2cd982b16e5d,20,Male,Hydrogeologist,High School,Widowed
fad2f582-6bb1-4adf-add7-c0ad24ffd20d,22,Male,Biomedical scientist,Master,Widowed
2b7ea610-1c22-418b-bc5a-47338cd12f8d,63,Other,Microbiologist,Bachelor,Single
79a24851-d8f7-4169-81bd-41a7abefdaab,25,Female,Hydrogeologist,High School,Widowed
2490d573-e0c7-426e-b532-7dff31000afa,20,Other,Paramedic,Master,Single
63a9ac80-416a-47fc-a81c-9f829e795168,40,Female,Adult guidance worker,Bachelor,Widowed
9cb5c2eb-ca6f-40ea-8f3f-d6658b8c01d3,26,Other,Physiological scientist,Bachelor,Widowed
c5340b9d-c453-4b18-9070-18e4787a59b2,50,Male,Building control surveyor,PhD,Divorced
8cd1b3d8-9a72-42d4-91e5-2efb852ab8c2,54,Male,Public relations account executive,High School,Widowed
072175ab-2724-4a85-ad89-244f0a129ceb,35,Other,Rural practice surveyor,High School,Widowed
975d6636-322d-4ced-8a7d-528664ec0e4e,23,Female,"Engineer, electrical",Master,Single
a74a6dbb-fe66-47ec-b034-04232e04fc70,31,Female,Town planner,PhD,Divorced
ef9f5430-c1d1-470e-9ac2-5e87bfee1edf,27,Female,Further education lecturer,Bachelor,Single
2466f6b9-a8c3-44a2-bf81-3a41af9692f7,37,Female,Tree surgeon,PhD,Married
59f8658d-8ada-428f-96fc-dcdd9ca3e687,47,Other,Petroleum engineer,Bachelor,Widowed
b73e6b88-cc10-4c8f-8fa2-a7dc62ae21f7,68,Female,"Engineer, water",Bachelor,Single
4f60ad8b-90b2-4280-9e10-e311b4f52d69,31,Male,Hydrographic surveyor,PhD,Widowed
4b47058b-ccd9-433a-a22c-92f0acddc5af,25,Female,Tour manager,Bachelor,Widowed
8eb2a76d-4c98-4441-9a93-de6af8fbad68,21,Male,Land/geomatics surveyor,High School,Divorced
745c3c77-b348-4f9c-b9d7-cd12395b29d4,28,Male,Chartered legal executive (England and Wales),Bachelor,Single
6ceeb6d6-52ca-4a60-b5c2-deafe0ad1e8b,48,Other,Educational psychologist,High School,Divorced
476590e1-3eeb-4939-b6ad-396c4b9e62a6,24,Female,Firefighter,High School,Widowed
a8fe974e-4463-4247-a92d-71039fb489d2,66,Female,Make,High School,Divorced
3c91e2ba-8deb-4ca0-bf92-06e1a93f75a3,64,Other,"Education officer, museum",High School,Widowed
2d866dc7-4b96-45f5-b54d-1e12a4a6b541,52,Other,Solicitor,Master,Divorced
639fec50-4b65-4847-b3cf-8d528c736c31,18,Female,"Psychologist, counselling",PhD,Widowed
8e73b145-fcb0-4ec6-98d2-25d35e884258,59,Other,Leisure centre manager,PhD,Single
99f7828e-c0ce-4f18-b9d2-6611a1665e8d,27,Other,Chartered management accountant,Bachelor,Widowed
9b58e679-e3c2-4d10-94cf-1321a7d2c9a9,50,Male,Herpetologist,High School,Divorced
4a62b519-47e2-4360-834d-dfc9748ea347,41,Male,Editorial assistant,Master,Married
1948dea1-ef59-4536-af76-e2d2d8cbbadc,52,Male,Dietitian,High School,Married
849bd023-3671-49cb-baa0-6e4a7c6a0edc,58,Other,Retail banker,Master,Widowed
16d2dd1f-31a6-41eb-b708-06ee2b2f3ace,26,Female,Research scientist (physical sciences),PhD,Divorced
aa11eb03-b55c-4525-bede-1f99dcee86ef,54,Other,Financial planner,Master,Single
3749223c-75ee-4e7a-8cd2-fcd54b13104c,37,Male,Arts development officer,Master,Married
7dfaf92f-0720-4602-afb7-c4165e58df80,61,Other,Multimedia specialist,High School,Widowed
428c5eef-6e71-4a7c-9040-189a6b4be9e6,26,Male,"Programmer, applications",PhD,Single
e0cdbe07-e94a-4425-a0b2-68bf4261a0ba,34,Other,Sub,High School,Married
9ac25d8e-d45e-4c0f-a2d9-beb61fab617e,53,Other,Advice worker,PhD,Divorced
a934361d-5905-4bfc-b87c-7a9bca7c2894,33,Other,Risk manager,PhD,Married
242c9dc0-f7d5-4de0-84f6-fdca88d38429,42,Other,Broadcast journalist,Master,Divorced
e5459882-699f-4280-bdef-2052d3be42e8,68,Other,Research scientist (life sciences),Master,Single
45d74304-3f95-46cf-9c16-ef9375a7a7e9,58,Female,Energy engineer,PhD,Widowed
3664d889-f23c-4f86-8def-fb7482884333,66,Female,Banker,Master,Single
60a21807-7fa1-4252-9e0c-777bb9c26122,65,Male,Counselling psychologist,Master,Married
23574a81-d59e-4cfb-871d-c9129970e9bd,38,Female,Orthoptist,High School,Single
88a6f2e9-7337-4ef7-885a-a478e8e38bf7,65,Female,"Solicitor, Scotland",Master,Single
c9b2d90e-f557-4cb7-bc3c-d4979fed6e4c,22,Female,Chemical engineer,High School,Divorced
284fd536-b7eb-4501-b07c-af052f35ed1f,51,Male,Marine scientist,High School,Widowed
3f802be6-7e6d-4c6b-bc63-b00d4b931d0c,31,Other,Advertising copywriter,High School,Widowed
d7f6b4f3-a895-4a52-bd0c-1177f996a869,41,Male,Financial adviser,PhD,Married
42ab2356-d53e-4f0b-a6ac-1f3ef68ec5b0,31,Female,Secretary/administrator,Bachelor,Single
066b9f06-6daf-4bd3-ad58-250ce287cd57,23,Female,Chief Executive Officer,Bachelor,Married
eb62a1e6-5526-4ea9-b6e6-a677e2e9c814,67,Female,Ecologist,PhD,Married
ad5a7ace-e3e9-4b5c-a7ac-d65ae3221ec6,63,Other,Tree surgeon,High School,Widowed
6cbdcffb-a473-4f69-b4d6-ec742537706c,68,Female,"Administrator, arts",Bachelor,Divorced
f13e7e52-0ad6-4016-b725-b3f075a90560,29,Other,"Therapist, sports",Master,Divorced
43136fa0-a503-439c-8034-f12291a6a0de,47,Female,Production engineer,Bachelor,Married
f70057ae-7e76-4ebe-b695-9b0820e9214b,27,Male,Manufacturing engineer,High School,Divorced
8526d68c-cfd4-4605-8672-20924f73f571,68,Other,Chief Marketing Officer,Master,Widowed
d514db31-c796-421f-a845-a51837db954e,70,Other,"Scientist, research (maths)",Bachelor,Widowed
37567038-5f0c-4df4-80bb-2bd276be40e1,47,Other,Medical technical officer,Bachelor,Single
b25ded0c-57c7-4551-9b81-3c1b5bf84e13,45,Female,Electrical engineer,Master,Married
ef3d9d97-b0a2-4feb-9e82-d9338209420d,65,Other,Product/process development scientist,PhD,Widowed
5e31c6a7-efaa-47f5-aabc-f25924cd09d4,68,Female,Leisure centre manager,Master,Married
01b72091-26f1-4454-85f1-ab2c2569c820,42,Male,Communications engineer,PhD,Married
c03ebdd3-d31d-4bd7-ac45-63ab0be541ec,50,Female,Higher education lecturer,Bachelor,Widowed
03387d68-7fa5-4ed5-a7c7-5864a63ad6fe,29,Female,Print production planner,Master,Married
f5f48f1a-7b0f-4ff8-a852-76ccb44cb0e6,24,Female,Contractor,Bachelor,Divorced
b8da1a66-28d7-4e11-a5f1-47375241d10a,68,Male,"Engineer, chemical",Master,Widowed
e25b37c6-705c-4ba4-a44a-6663ef0965bd,69,Male,"Accountant, chartered public finance",High School,Married
415d9e4c-7d5e-420f-b773-f6417ebf2b0f,27,Female,Land,High School,Widowed
a680b77c-bbb8-4ee2-87c6-d125ec08e999,36,Other,Records manager,PhD,Single
8b8474c2-f63b-4e96-bad6-4cf714698bc6,50,Male,Textile designer,Bachelor,Married
3a314082-2687-4a36-a68e-ce8aaefac0ad,70,Male,Medical technical officer,Bachelor,Married
d975fbd7-71b0-4b36-bce6-5671f1d04d4b,57,Male,"Teacher, special educational needs",High School,Divorced
c565a3ee-5e69-4ee2-a7e1-a30cd8d3c8d9,30,Other,Economist,PhD,Divorced
07938ec3-f7a0-4a6a-9cf6-ba5158d1883d,62,Other,Animal technologist,Master,Single
bab9a948-3cf3-4579-918e-6cd172769fe7,46,Male,"Investment banker, corporate",PhD,Widowed
39e82dc4-e02c-4745-af05-3ab26153e12a,21,Other,Newspaper journalist,Bachelor,Divorced
06c5a1d4-c426-4960-a25c-e8d6757caffa,56,Female,"Teacher, music",PhD,Single
b327b81f-9741-4490-877d-7f25912f9a6d,37,Other,"Buyer, retail",Master,Divorced
ec08596c-45ad-4371-9205-d44055cceb05,68,Other,"Engineer, broadcasting (operations)",High School,Widowed
